의도,문장,답변,연령대,성별,지역,인원수,월,음식종류,구매주기,상품목록,계절,연령대,성별,지역,인원수,월,음식종류,구매주기,상품목록,계절
추천,건강에서 인기 있는 메뉴는?,"이용자에서 추천드릴 만한 메뉴는 ‘[씨즐푸드] 우리밀 통살 생선까스 (냉동)’, ‘[차려낸] 비법 양념 서울식 소불고기전골’, ‘[면사랑] 베이컨크림스파게티 용기면 330g*3개입’예요.",,,,,,,,"[씨즐푸드] 우리밀 통살 생선까스 (냉동), [차려낸] 비법 양념 서울식 소불고기전골, [면사랑] 베이컨크림스파게티 용기면 330g*3개입",,,,,,,,,,
추천,충북에서 추천해줘,"충북의 베스트셀러 메뉴는 ‘[시티델리] 스파이시 치킨 치아바타 샌드위치 (3입)’, ‘[샌드위밋] 바질토마토 햄 치아바타’, ‘[뉴러우멘관즈] 량멘 2인분’입니다.",,,충북,,,,,"[시티델리] 스파이시 치킨 치아바타 샌드위치 (3입), [샌드위밋] 바질토마토 햄 치아바타, [뉴러우멘관즈] 량멘 2인분",,,,충북,,,,,,
추천,밀키트에서 잘 팔리는 상품은?,"이용자의 베스트셀러 메뉴는 ‘[쉐푸드] 제육에그참치 유부초밥’, ‘[하코야] 살얼음 동동 가라아게 냉우동 (2인분)’, ‘[쉐푸드] 햄치즈 바질 포카치아 샌드위치’입니다.",,,,,,밀키트,,"[쉐푸드] 제육에그참치 유부초밥, [하코야] 살얼음 동동 가라아게 냉우동 (2인분), [쉐푸드] 햄치즈 바질 포카치아 샌드위치",,,,,,,밀키트,,,
추천,40대에서 추천해줘,"40대에서 한 끼 해결하기 좋은 메뉴로 ‘[마이셰프] 바삭한 해물 부추 부침개’, ‘[현대옥] 황태콩나물 국밥’, ‘[동원] 개성 왕만두 2종 1.2kg (택1)’를 추천드려요.",40대,,,,,,,"[마이셰프] 바삭한 해물 부추 부침개, [현대옥] 황태콩나물 국밥, [동원] 개성 왕만두 2종 1.2kg (택1)",,40대,,,,,,,,
추천,5월에서 잘 팔리는 상품은?,"다양하게 즐기고 싶다면 5월에서 ‘[탄단지] 닭가슴살 만두 2종 (4개입)’, ‘[창화당] 모둠만두’, ‘[마땡] 저당 그래놀라 3종 (택1)’ 메뉴를 추천해요!",,,,,5월,,,"[탄단지] 닭가슴살 만두 2종 (4개입), [창화당] 모둠만두, [마땡] 저당 그래놀라 3종 (택1)",,,,,,5월,,,,
추천,부산에서 잘 팔리는 상품은?,"부산에서는 ‘[화목한가] 이모네 우볶이 (우동 떡볶이)’, ‘[풀무원] 통통새우 쉬림프카츠’, ‘[하림] The미식 보리밥 3p’가 만족도가 높아요.",,,부산,,,,,"[화목한가] 이모네 우볶이 (우동 떡볶이), [풀무원] 통통새우 쉬림프카츠, [하림] The미식 보리밥 3p",,,,부산,,,,,,
추천,봄에서 인기 있는 메뉴는?,"봄에서는 ‘[풀무원] 메밀지짐만두 400g X 2개입’, ‘[프레시지] 소고기버섯잡채’, ‘[크리스탈제이드] 오리지널 쇼마이’가 꾸준히 인기예요.",,,,,,,,"[풀무원] 메밀지짐만두 400g X 2개입, [프레시지] 소고기버섯잡채, [크리스탈제이드] 오리지널 쇼마이",봄,,,,,,,,,봄
트렌드,11월 어떤 변화가 있나요?,1월에서는 가격대와 양을 모두 고려한 실속 메뉴에 대한 선호가 두드러집니다.,,,,,11월,,,,,,,,,11월,,,,
트렌드,충남 특징이 있나요?,"충남에서는 건강식, 다이어트, 프리미엄 메뉴에 대한 관심이 높아요.",,,충남,,,,,,,,,충남,,,,,,
추천,충북에서 잘 팔리는 상품은?,"충북에서는 ‘[마니커에프앤지] 통살치킨너겟’, ‘[리틀 차이나] 짜장면 2인분’, ‘[그냥부엌] 페퍼로니 감자채전’가 만족도가 높아요.",,,충북,,,,,"[마니커에프앤지] 통살치킨너겟, [리틀 차이나] 짜장면 2인분, [그냥부엌] 페퍼로니 감자채전",,,,충북,,,,,,
추천,11월에서 무엇이 좋을까?,"‘[닥터로빈] 저당 토마토 비프 라자냐’, ‘[풀무원] 소고기 버섯 비빔밥 2인분’, ‘[일상식탁] 부산식 얼큰 낙곱새’ 메뉴가 1월에서 많은 사랑을 받고 있어요.",,,,,11월,,,"[닥터로빈] 저당 토마토 비프 라자냐, [풀무원] 소고기 버섯 비빔밥 2인분, [일상식탁] 부산식 얼큰 낙곱새",,,,,,11월,,,,
트렌드,아침 특징이 있나요?,"아침에서 간편식, 밀키트의 수요가 점점 늘어나는 추세예요.",,,,,,,,,,,,,,,,,,
추천,30대에서 무엇이 좋을까?,"다양하게 즐기고 싶다면 30대에서 ‘[한만두] 삼색찬란한 물만두 315gx2’, ‘[조니스 그로서리] 납작 그래놀라 2종’, ‘[마이디벨] 포테이토바이트 감자튀김’ 메뉴를 추천해요!",30대,,,,,,,"[한만두] 삼색찬란한 물만두 315gx2, [조니스 그로서리] 납작 그래놀라 2종, [마이디벨] 포테이토바이트 감자튀김",,30대,,,,,,,,
추천,여름에서 잘 팔리는 상품은?,"여름에서는 ‘[정미경키친] 마카로니 샐러드’, ‘[콜린스 다이닝] 문어 보리 샐러드’, ‘[스윗밸런스] 샐러드랩 샌드위치 7종 (택1)’가 꾸준히 인기예요.",,,,,,,,"[정미경키친] 마카로니 샐러드, [콜린스 다이닝] 문어 보리 샐러드, [스윗밸런스] 샐러드랩 샌드위치 7종 (택1)",여름,,,,,,,,,여름
추천,동남권에서 무엇이 좋을까?,"다양하게 즐기고 싶다면 동남권에서 ‘[동원] 딤섬 부추창펀 (390gX2봉)’, ‘[컴포트잇츠이너프] 클래식 보리밀 350g’, ‘[오스테리아 샘킴] 부라타치즈 토마토 파스타’ 메뉴를 추천해요!",,,,,,,,"[동원] 딤섬 부추창펀 (390gX2봉), [컴포트잇츠이너프] 클래식 보리밀 350g, [오스테리아 샘킴] 부라타치즈 토마토 파스타",,,,,,,,,,
트렌드,8월 특징이 있나요?,8월의 소비자들은 맛과 간편함을 모두 추구하는 경향이 강해지고 있습니다.,,,,,8월,,,,,,,,,8월,,,,
트렌드,경남 소비 트렌드는?,경남의 소비자들은 맛과 간편함을 모두 추구하는 경향이 강해지고 있습니다.,,,경남,,,,,,,,,경남,,,,,,
추천,8월에서 무엇이 좋을까?,"8월에서 인기 TOP3 메뉴로 ‘[삼양] 불닭 떡볶이 오리지널 (2인분)’, ‘[더플랜] 목련 어묵채 김치 우동 (2인분)’, ‘[11시 45분] 포두부 야채말이 비건 곤약김밥 (2개입)’를 추천합니다.",,,,,8월,,,"[삼양] 불닭 떡볶이 오리지널 (2인분), [더플랜] 목련 어묵채 김치 우동 (2인분), [11시 45분] 포두부 야채말이 비건 곤약김밥 (2개입)",,,,,,8월,,,,
추천,서울에서 잘 팔리는 상품은?,"서울의 베스트셀러 메뉴는 ‘[소부당] 추억의 떡꼬치’, ‘[툭툭누들타이] 갈비 쌀국수’, ‘[피자로빈슨] 뉴욕 메가 슬라이스 피자 페퍼로니’입니다.",,,서울,,,,,"[소부당] 추억의 떡꼬치, [툭툭누들타이] 갈비 쌀국수, [피자로빈슨] 뉴욕 메가 슬라이스 피자 페퍼로니",,,,서울,,,,,,
추천,여성에서 잘 팔리는 상품은?,"여성에서는 최근 ‘[성수동분식] 볶음밥 3종 (차돌김치/대패삼겹/직화곱창)(2개입)’, ‘[1+1][바람의 핫도그] 치즈&포크 400g (100gX4개입)’, ‘[햇반] 발아현미밥 210g*36입’가 인기 급상승 중입니다.",,여성,,,,,,"[성수동분식] 볶음밥 3종 (차돌김치/대패삼겹/직화곱창)(2개입), [1+1][바람의 핫도그] 치즈&포크 400g (100gX4개입), [햇반] 발아현미밥 210g*36입",,,여성,,,,,,,
트렌드,가족 특징이 있나요?,"가족에서는 즉석조리, 간편식 선호도가 상승세예요.",,,,가족,,,,,,,,,,,,,,
추천,9월에서 무엇이 좋을까?,"9월에서 꼭 한 번 드셔보셔야 할 메뉴로 ‘[한끼통살] 닭가슴살 치밥 주먹밥 3종 (택1)’, ‘[도리깨침] 7가지 채소찜 시즌 2 (2인분/저당소스 포함)’, ‘[존쿡델리미트] 비프웰링턴’를 추천드려요.",,,,,9월,,,"[한끼통살] 닭가슴살 치밥 주먹밥 3종 (택1), [도리깨침] 7가지 채소찜 시즌 2 (2인분/저당소스 포함), [존쿡델리미트] 비프웰링턴",,,,,,9월,,,,
추천,아침에서 추천해줘,"아침에서는 ‘[포스트] 초코 크리치오 시리얼 500g’, ‘[켈로그] 컵시리얼 5종 (택3)’, ‘[시티델리] 스파이시 치킨 치아바타 샌드위치 (3입)’가 만족도가 높아요.",,,,,,,,"[포스트] 초코 크리치오 시리얼 500g, [켈로그] 컵시리얼 5종 (택3), [시티델리] 스파이시 치킨 치아바타 샌드위치 (3입)",,,,,,,,,,
추천,혼자에서 인기 있는 메뉴는?,"요즘 혼자에서 많이 찾는 메뉴는 ‘[튀김공방] 매콤 오징어튀김’, ‘[제이키친] 떡볶이 2종’, ‘[쉐이크 포케] 포케 샐러드 3종’입니다.",,,,혼자,,,,"[튀김공방] 매콤 오징어튀김, [제이키친] 떡볶이 2종, [쉐이크 포케] 포케 샐러드 3종",,,,,,,,,,
트렌드,세종 소비 트렌드는?,세종에서는 시즌별 신제품 출시에 대한 기대감도 커지고 있습니다.,,,세종,,,,,,,,,세종,,,,,,
추천,10월에서 추천해줘,"‘[풀무원] 치즈폭포시카고 셰프클래식볼로네제 피자’, ‘[풀무원] 부추잡채지짐만두 300g*3’, ‘[홍선장] 멸치 칼국수 2인분’ 메뉴가 10월에서 많은 사랑을 받고 있어요.",,,,,10월,,,"[풀무원] 치즈폭포시카고 셰프클래식볼로네제 피자, [풀무원] 부추잡채지짐만두 300g*3, [홍선장] 멸치 칼국수 2인분",,,,,,10월,,,,
추천,12월에서 무엇이 좋을까?,"2월에서 한 끼 해결하기 좋은 메뉴로 ‘[비비고] 김치 왕교자 만두 대용량 1.05kg’, ‘[프레시지] 블랙라벨 스테이크’, ‘[오뚜기] 오즈키친 마늘간장치킨 580g’를 추천드려요.",,,,,12월,,,"[비비고] 김치 왕교자 만두 대용량 1.05kg, [프레시지] 블랙라벨 스테이크, [오뚜기] 오즈키친 마늘간장치킨 580g",,,,,,12월,,,,
추천,간편식에서 추천해줘,"이용자에서는 ‘[Picard] 유기농 감자프라이’, ‘[고메] 통모짜크리스피 핫도그 340g(85gX4개입)’, ‘[서교동 진진] 짜장면 2인분’가 만족도가 높아요.",,,,,,간편식,,"[Picard] 유기농 감자프라이, [고메] 통모짜크리스피 핫도그 340g(85gX4개입), [서교동 진진] 짜장면 2인분",,,,,,,간편식,,,
추천,봄에서 인기 있는 메뉴는?,"봄에서는 ‘[스웰리] 더블에그탑 샌드위치 (2입)’, ‘[씨알로] 뽀로로 콘플레저 시리얼 560g’, ‘[하림] The미식 손만두 3종 (2개입) (택1)’가 꾸준히 인기예요.",,,,,,,,"[스웰리] 더블에그탑 샌드위치 (2입), [씨알로] 뽀로로 콘플레저 시리얼 560g, [하림] The미식 손만두 3종 (2개입) (택1)",봄,,,,,,,,,봄
추천,세종에서 인기 있는 메뉴는?,"세종의 베스트셀러 메뉴는 ‘[아침먹고가] 도시락 6종 (택1)’, ‘[콜린스 다이닝] 블랙올리브 페스토’, ‘[햇반] 100% 통곡물밥 130g*12입’입니다.",,,세종,,,,,"[아침먹고가] 도시락 6종 (택1), [콜린스 다이닝] 블랙올리브 페스토, [햇반] 100% 통곡물밥 130g*12입",,,,세종,,,,,,
추천,7월에서 잘 팔리는 상품은?,"7월에서 요즘 자주 찾는 메뉴는 ‘[조이풀메이드] 발효 곤약밥 6개입 3종 (택1)’, ‘[햇반/쿡반] 노릇노릇 주먹밥 500g 6종 (택1)’, ‘[방방곡곡] 문래동식 비빔 칼국수 (2인분)’입니다.",,,,,7월,,,"[조이풀메이드] 발효 곤약밥 6개입 3종 (택1), [햇반/쿡반] 노릇노릇 주먹밥 500g 6종 (택1), [방방곡곡] 문래동식 비빔 칼국수 (2인분)",,,,,,7월,,,,
추천,6월에서 잘 팔리는 상품은?,"6월에서 트렌디하게 즐기는 메뉴로 ‘[포스트] 아몬드 후레이크 시리얼 620g’, ‘[동원] 개성 왕만두 2종 1.2kg (택1)’, ‘[고메] 토마토치즈 피자’를 추천합니다.",,,,,6월,,,"[포스트] 아몬드 후레이크 시리얼 620g, [동원] 개성 왕만두 2종 1.2kg (택1), [고메] 토마토치즈 피자",,,,,,6월,,,,
추천,서울에서 추천해줘,"서울에서 먹기 좋은 메뉴로는 ‘[아침먹고가] 도시락 6종 (2개입) (택1)’, ‘[우주인피자] 시금치 베이컨 리코타’, ‘[리틀 차이나] 짜장면 2인분 & 짬뽕 2인분 (택1)’가 있습니다.",,,서울,,,,,"[아침먹고가] 도시락 6종 (2개입) (택1), [우주인피자] 시금치 베이컨 리코타, [리틀 차이나] 짜장면 2인분 & 짬뽕 2인분 (택1)",,,,서울,,,,,,
추천,6월에서 추천해줘,"6월 고객님들이 즐겨 찾는 메뉴로 ‘[홍루이젠] 대만 샌드위치 3개입 3종 (택1)’, ‘[풀무원] 김밥단무지 400g’, ‘[성수동 팩피 : FAGP] 인기 파스타 2종 (택1)’를 추천해요.",,,,,6월,,,"[홍루이젠] 대만 샌드위치 3개입 3종 (택1), [풀무원] 김밥단무지 400g, [성수동 팩피 : FAGP] 인기 파스타 2종 (택1)",,,,,,6월,,,,
추천,7월에서 잘 팔리는 상품은?,"다양하게 즐기고 싶다면 7월에서 ‘[네니아] 물만두’, ‘[애슐리] 오리지널 통살 닭강정’, ‘[마니커에프앤지] 통살팝콘치킨 (2개입)’ 메뉴를 추천해요!",,,,,7월,,,"[네니아] 물만두, [애슐리] 오리지널 통살 닭강정, [마니커에프앤지] 통살팝콘치킨 (2개입)",,,,,,7월,,,,
추천,대전에서 인기 있는 메뉴는?,"대전에서 한 끼 해결하기 좋은 메뉴로 ‘[북촌손만두] 고기굴림만두 500g’, ‘[프레시지] 버섯 고추잡채 & 꽃빵’, ‘[올가] 우리밀 쫄면 470g (2인분)’를 추천드려요.",,,대전,,,,,"[북촌손만두] 고기굴림만두 500g, [프레시지] 버섯 고추잡채 & 꽃빵, [올가] 우리밀 쫄면 470g (2인분)",,,,대전,,,,,,
추천,밀키트에서 잘 팔리는 상품은?,"이용자에서 추천드릴 만한 메뉴는 ‘[맛의고수] 대파품은 바삭 야채튀김 (2개입)’, ‘[네이처앤헬스] 귀리 후레이크100g’, ‘[오뚜기] 가뿐한끼 100% 현미로 지은 부드러운 현미밥 130g*30입’예요.",,,,,,밀키트,,"[맛의고수] 대파품은 바삭 야채튀김 (2개입), [네이처앤헬스] 귀리 후레이크100g, [오뚜기] 가뿐한끼 100% 현미로 지은 부드러운 현미밥 130g*30입",,,,,,,밀키트,,,
추천,전남에서 추천해줘,"전남에서 꼭 한 번 드셔보셔야 할 메뉴로 ‘[햇반] 100% 통곡물밥 130g*12입’, ‘[튀김공방] 깻잎 튀김’, ‘[마이하노이] 매운 고기폭탄 쌀국수’를 추천드려요.",,,전남,,,,,"[햇반] 100% 통곡물밥 130g*12입, [튀김공방] 깻잎 튀김, [마이하노이] 매운 고기폭탄 쌀국수",,,,전남,,,,,,
추천,광주에서 추천해줘,"광주에서 인기있는 메뉴로 ‘[랩노쉬] 프로틴 3종 (350ml X 6입)’, ‘[미미네] 어묵많이 눈꽃치즈 국물떡볶이’, ‘[붓처스컷] 뉴욕스트립 스테이크’를 추천드려요.",,,광주,,,,,"[랩노쉬] 프로틴 3종 (350ml X 6입), [미미네] 어묵많이 눈꽃치즈 국물떡볶이, [붓처스컷] 뉴욕스트립 스테이크",,,,광주,,,,,,
추천,3월에서 인기 있는 메뉴는?,"3월 고객님들이 즐겨 찾는 메뉴로 ‘[프렌떼] 무화과 리코타 바게트 샌드위치’, ‘[쉐푸드] 캘리포니아롤’, ‘[오마뎅] 매콤한 우리쌀 가래떡 국물떡볶이’를 추천해요.",,,,,3월,,,"[프렌떼] 무화과 리코타 바게트 샌드위치, [쉐푸드] 캘리포니아롤, [오마뎅] 매콤한 우리쌀 가래떡 국물떡볶이",,,,,,3월,,,,
추천,11월에서 추천해줘,"1월에서 추천드릴 만한 메뉴는 ‘[오스테리아 샘킴] 부라타치즈 토마토 파스타’, ‘[온더고] 육즙촉촉 오븐 함박스테이크 정식’, ‘[성수동분식] 떡볶이용 모둠튀김 430g’예요.",,,,,11월,,,"[오스테리아 샘킴] 부라타치즈 토마토 파스타, [온더고] 육즙촉촉 오븐 함박스테이크 정식, [성수동분식] 떡볶이용 모둠튀김 430g",,,,,,11월,,,,
추천,가을에서 잘 팔리는 상품은?,"가을에서 자주 주문되는 메뉴는 ‘[존쿡 델리미트] 부어스첸 핫도그 50g x 6개’, ‘[햇반] 솥반 9종’, ‘[우양] 추억의 핫도그 400g (80gX5개입)’예요.",,,,,,,,"[존쿡 델리미트] 부어스첸 핫도그 50g x 6개, [햇반] 솥반 9종, [우양] 추억의 핫도그 400g (80gX5개입)",가을,,,,,,,,,가을
트렌드,제주 어떤 변화가 있나요?,"제주에서는 최근 프리미엄 메뉴, 고단백·저칼로리 메뉴에 대한 관심도 높아요.",,,제주,,,,,,,,,제주,,,,,,
추천,가족에서 인기 있는 메뉴는?,"요즘 가족에서 많이 찾는 메뉴는 ‘[미자언니네] 현미 연잎밥’, ‘[프레시지] 사천식 마라샹궈 밀키트’, ‘[올리] 100% 메밀면 동치미 물냉면’입니다.",,,,가족,,,,"[미자언니네] 현미 연잎밥, [프레시지] 사천식 마라샹궈 밀키트, [올리] 100% 메밀면 동치미 물냉면",,,,,,,,,,
트렌드,제주 소비 트렌드는?,제주에서 가족 단위 주문이 늘면서 다양한 패밀리 메뉴가 인기예요.,,,제주,,,,,,,,,제주,,,,,,
추천,8월에서 인기 있는 메뉴는?,"요즘 8월에서 많이 찾는 메뉴는 ‘[라이틀리] 곤약 김밥 2종’, ‘[우양] 어니언 뿌리즐 핫도그 400g (100gX4개입)’, ‘[올반] 치킨 데리야끼 볶음밥 (2개입)’입니다.",,,,,8월,,,"[라이틀리] 곤약 김밥 2종, [우양] 어니언 뿌리즐 핫도그 400g (100gX4개입), [올반] 치킨 데리야끼 볶음밥 (2개입)",,,,,,8월,,,,
추천,대가족에서 잘 팔리는 상품은?,"가족에서 자주 주문되는 메뉴는 ‘[한만두] 촉촉한 물만두 315gx2’, ‘[일상식탁] 송탄식 부대찌개’, ‘[튀김공방] 깻잎 튀김’예요.",,,,가족,,,,"[한만두] 촉촉한 물만두 315gx2, [일상식탁] 송탄식 부대찌개, [튀김공방] 깻잎 튀김",,,,,,,,,,
추천,60대에서 잘 팔리는 상품은?,"60대 고객님들께 ‘[정지선의 티엔미미] 홍소우육탕면’, ‘[동원] 양반100밥 130gx6입 4종 (택1)’, ‘[루토사] 벨지안 모둠 감자 400g’를 추천합니다.",60대,,,,,,,"[정지선의 티엔미미] 홍소우육탕면, [동원] 양반100밥 130gx6입 4종 (택1), [루토사] 벨지안 모둠 감자 400g",,60대,,,,,,,,
추천,봄에서 인기 있는 메뉴는?,"봄에서 인기 TOP3 메뉴로 ‘[매일] 어메이징 오트 그래놀라 (30g x 10개입)’, ‘[비비고] 낙곱새전골’, ‘[광계토대왕] 마늘맛 정복통닭’를 추천합니다.",,,,,,,,"[매일] 어메이징 오트 그래놀라 (30g x 10개입), [비비고] 낙곱새전골, [광계토대왕] 마늘맛 정복통닭",봄,,,,,,,,,봄
